CaseID,Status_Notes,Responsible_Agency,Category,Request_Type,Request_Details
337762,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
337759,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337758,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Offensive"
337755,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337751,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - PickupTruck","Blue - Ford - n/a - 2P62536"
337747,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
337746,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","Blue - Chevy - Van - DND829"
337745,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337744,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337743,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337740,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
337736,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337735,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337730,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337728,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","GREEN - QUEST - NISSAN - 3SHA376"
337728,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","GREEN - QUEST - NISSAN - 3SHA376"
337727,"see 337757 ","311 Service Request Queue","311 External Request",Other,"Other - Other"
337726,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","black - VW - passat - 5YFZ218"
337723,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
337718,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337717,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337715,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337713,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337712,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
337711,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337710,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337709,NULL,"DPW Ops Queue","Tree Maintenance","Trees - Landscaping",Weeding
337708,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337705,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
337702,NULL,"DPW Ops Queue","Homeless Concerns","Medical Waste",Needles
337701,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337700,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337697,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337695,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
337694,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337687,"Please see notes ","DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
337686,"#g44 12-29-08 @0825 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","brown/beig - volkswagon - van - 5NCC714"
337685,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337684,"#44 12-29-08 @0856 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Green - Pontiac - unknown - 6eeh3811"
337683,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337681,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","red - jeep - cherokee - 2FAX74"
337680,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337679,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337678,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","white - VW - sedan - 4FVF061"
337676,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337675,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337674,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337672,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337669,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337668,NULL,"311 Supervisor Queue","Damaged Property","Damaged Kiosk_Public_Toilet",Kiosk_Public_Toilet
337666,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337665,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337662,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
337661,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337659,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
337658,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Offensive"
337656,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
337655,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337653,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337650,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337649,"#273 12-26-08 @1215 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Silver - Toyota - Matrix - 5RAE975"
337647,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337646,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Black - BMW - 328 - 6DXR428"
337644,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337643,""Per DPW"," washing cars is allowed.  "","311 Supervisor Queue","Street and Sidewalk Cleaning","Hazardous Materials"
337642,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
337641,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337638,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337636,"#145 12-29-08 @1620 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","ABANDONED AUTO"
337635,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
337634,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",request_for_service,"dpw_other - request_for_service"
337632,"#273 12-26-08 @1200 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","Gray - Mazda - RX8 - 5SRM768"
337628,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","black - BMW - 335i - 6bij596"
337627,"SEE 337689 ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - Other"
337625,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
337623,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
337621,""Per DPW"," there is landscaping in the area.  "","311 Supervisor Queue","Sewer Issues",Flooding
337619,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
337618,""Per BSM"," it is a private tree.  "","311 Supervisor Queue","Tree Maintenance","Trees - Tree_Other"
337617,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
337616,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
337614,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337611,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Refrigerator
337609,"#391 12-26-08 @0805 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","black - Mercedes - ??? - NONE"
337607,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
337605,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337604,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
337603,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
337602,"#145 12-29-08 @1315 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","Whit - na - Van - 6T77933"
337601,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337600,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337599,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337595,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337592,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337590,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Refrigerator
337589,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337585,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","White - Ford - E-250 - 8L31974"
337583,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","na - na - na - 14V2830"
337581,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Lock_damaged
337580,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","white - mercury - cougar - 2UJW704"
337578,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
337577,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
337576,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
337575,NULL,"DPW Ops Queue",Encampments,"Encampment items",Clothing
337574,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
337572,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
337570,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337566,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337565,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337564,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
337558,NULL,"DPW Ops Queue",Encampments,"Encampment Reports","Encampment Cleanup"
337555,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
337550,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
337549,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337548,"#145 12-29-08 @1320 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","DPT Abandoned Vehicles Low"
337546,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337544,"Anonymous complaint forwarded to program management for review. ","DPH - Environmental Health - G","General Request - DPH",complaint,"environmental_health - complaint"
337543,NULL,"DPW Ops Queue","Illegal Postings","Illegal Postings - Multiple_Postings","Multiple_Postings on Sidewalk"
337541,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG & E","PG & E"
337540,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
337539,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337538,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
337536,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337533,NULL,"DPW BSM Queue","Blocked Street or SideWalk",Blocked_Sidewalk,"Construction_materials blocking sidewalk"
337532,NULL,"DPW - Bureau of Street Environmental Services - G","General Request - PUBLIC WORKS",customer_callback,"bses - customer_callback"
337530,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
337527,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
337526,"mailed application ","DPH - Office of Vital Records - G","General Request - DPH",mailing_request,"ovr - mailing_request"
337524,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337522,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337521,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337520,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337516,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337513,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
337512,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337508,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337507,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
337504,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337501,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337500,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Door_stuck_damaged
337498,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
337496,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337495,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337494,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337493,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337492,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337491,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337489,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337488,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
337487,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337485,"Graffiti removed 12/26/08 ","RPD Graffiti Queue","Rec and Park Requests","Park - Structural_Maintenance",Graffiti
337484,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337483,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337480,"#246 12-29-08 @1315 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","SILVER - VW - JETTA - PSN 637"
337479,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
337472,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","black - Mercedes - sedan - AC27558"
337470,NULL,"DPW Ops Queue",Encampments,"Encampment Reports","Encampment Cleanup"
337469,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
337467,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
337465,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
337464,"#391 12-29-08 @0928 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","blue - VW - Beetle old - 5ukg431"
337462,"resubmitted sr under Park & Rec. ","311 Service Request Queue","311 External Request",Graffiti,NULL
337461,"#246 12-29-08 @1320 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","PURPLE - MAXIMA - NISSAN - 5SUT691"
